hotel_city,hotel_name,hotel_star,hotel_district,hotel_address,hotel_languages,hotel_bbox,hotel_coordinates
Tbilisi,Apartment in Old Tbilisi,0,"Chugureti, Tbilisi City","M.Toidze 31, Chugureti, 0102 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.7012048260246, 44.8094608441803)"
Tbilisi,Hotel Sano,0,"Chugureti, Tbilisi City","29 Tsinamdzgvrishvili Street, Chugureti, 0102 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6900192612214', '44.7927428176627'), ('41.7206332779269', '44.8149495804682')]","(41.7053262695742, 44.8038461990654)"
Tbilisi,Avlabar,0,"Avlabari, Tbilisi City","Ketevan Tsamebuli Avenue BLD #2, Avlabari, 0103 Tbilisi City, Georgia","Hebrew, Georgian, Russian","[('', ''), ('', '')]","(41.6928037136345, 44.8157364179688)"
Tbilisi,Amazing Beauty,0,"Avlabari, Tbilisi City","29 Ketevan Tsamebuli Avenue 3 этажны 3 этаж, Avlabari, 0103 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.689529, 44.819672)"
Tbilisi,Sol's Modern Appartment,0,"Saburtalo, Tbilisi City","Meraba Aleksidz Str, 10 , apt 26 , 8 floor, Saburtalo, 0193 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.7167408585756, 44.7841787338257)"
Tbilisi,My Garden,0,Tbilisi City,"28 Tsinanauri Street, 0114 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.677487, 44.815406)"
Tbilisi,Duplex Opera 2,0,"Mtatsminda , Tbilisi City","Dzmebi Zubalashvilebi Street 36, Mtatsminda , 0108 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.6993554916175, 44.7936077881604)"
Tbilisi,Сердце Старого Города (Heart of Old Tbilisi),0,Tbilisi City,"29 Abano Street, 0105 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.687871, 44.810513)"
Tbilisi,Hotel The K Tbilisi,0,"Didube, Tbilisi City","Akaki Tsereteli Avenue 4, Didube, 0154 Tbilisi City, Georgia","English, Georgian, Russian, Turkish","[('', ''), ('', '')]","(41.7250650839056, 44.7901550954494)"
Tbilisi,KuXoS Machabeli (1) Studio,0,Tbilisi City,"17 Ivane Machabeli Street, 0105 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.689715, 44.799689)"
Tbilisi,Teno Apartment,0,"Saburtalo, Tbilisi City","37 Vakhtang Bochorishvili Street Entrance 1, 18th floor, apt 256, Saburtalo, 0171 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6900587700507', '44.7565289332139'), ('41.7574582755489', '44.8036967379501')]","(41.7237585227998, 44.780112835582)"
Tbilisi,Apartments - Mari`El,0,Tbilisi City,"7 Giorgi Leonidze St, 0105 Tbilisi City, Georgia","Russian, Georgian, English","[('41.675545814196', '44.7855407'), ('41.7093625982915', '44.8127824067657')]","(41.6924542062438, 44.7991615533829)"
Tbilisi,Apartment at ILonas,0,"Vera, Tbilisi City","barnova 53 h..4  ap.33, Vera, 0159 Tbilisi City, Georgia","Russian, English","[('41.6925503228863', '44.7507765149637'), ('41.7171695607139', '44.8141779')]","(41.7048599418001, 44.7824772074819)"
Tbilisi,Apartment Tbilisi in King David,0,"Saburtalo, Tbilisi City","Merab Aleksidze Street 12, Saburtalo, Saburtalo, 0171 Tbilisi City, Georgia","Russian, Georgian, Hebrew, English, German","[('41.6987766907659', '44.7607034257408'), ('41.7347075239121', '44.8089282510112')]","(41.716742107339, 44.784815838376)"
Tbilisi,Through The Stained Glass,0,"Avlabari, Tbilisi City","g.akhvlediani street 13, Avlabari, 0108 Tbilisi City, Georgia","Russian, English, German","[('41.651390148971', '44.7726003247146'), ('41.743193851029', '44.8505836752854')]","(41.697292, 44.811592)"
Tbilisi,Stay a while,0,"Saburtalo, Tbilisi City","36 Vazha Pshavela Avenue, Apt 90, Saburtalo, 0177 Tbilisi City, Georgia","Russian, English","[('41.694338', '44.6843336576722'), ('41.7565251932774', '44.814096')]","(41.7254315966387, 44.7492148288361)"
Tbilisi,Penthouse Sololaki,0,Tbilisi City,"Kojori street (R. Nishnianidze street), 1b apt. 12, 0105 Tbilisi City, Georgia",,"[('', ''), ('', '')]","(41.6892396999091, 44.7954574227333)"
Tbilisi,Apartment on Mitskevichi,0,"Saburtalo, Tbilisi City","27 g MItskevichi str. I Entrance, Floor IV, Apt #7, Saburtalo, 0194 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.7246669625864, 44.760867682209)"
Tbilisi,Apartment Mate,0,Tbilisi City,"7 Paolo Iashvili Street, 0105 Tbilisi City, Georgia",,"[('', ''), ('', '')]","(41.6922946, 44.7966966)"
Tbilisi,Holiday In Tbilisi Apartment,0,"Saburtalo, Tbilisi City","1a Mirotadze 12a, 4th floor, Saburtalo, 0171 Tbilisi City, Georgia","Russian, English","[('41.688313', '44.731582'), ('41.752733', '44.828338')]","(41.720523, 44.77996)"
Tbilisi,Apartment Old Tbilisi- Gorgasali,0,Tbilisi City,"Beqa and Beshqent Opizrebi Street 2, 0105 Tbilisi City, Georgia","Russian, English","[('41.6627657517961', '44.792160987854'), ('41.7070819144953', '44.84654545784')]","(41.6849238331457, 44.819353222847)"
Tbilisi,Apartment Tengo,0,"Chugureti, Tbilisi City","Agmashenebeli Avenue 197, Chugureti, 0172 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.7210798028547, 44.7891649603844)"
Tbilisi,Pero,0,"Vera, Tbilisi City","8 Giorgi Akhvlediani Street Apartment #8, Vera, 0108 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.705289, 44.7901753)"
Tbilisi,Tbilisi Art apartament,0,"Mtatsminda , Tbilisi City","10 Nikoloz Baratashvili 06-08-10, entrance 2, floor 7, Mtatsminda , 0105 Tbilisi City, Georgia","German, English, Georgian, Russian","[('', ''), ('', '')]","(41.6969734089138, 44.8063686490059)"
Tbilisi,Luxury 3 BR apartment by Freedom square City Center,0,Tbilisi City,"23 Lado Asatiani Street 3 rd floor, 0105 Tbilisi City, Georgia","Russian, Macedonian, Georgian, English, German, Bulgarian","[('41.6819680389561', '44.7931648844085'), ('41.6973119610439', '44.8079951155915')]","(41.68964, 44.80058)"
Tbilisi,Avlabari Metro Apartments,0,"Avlabari, Tbilisi City","Metro Station Avlabari -- Ketevan Tsamebuli Avenue 2, Floor 4, Avlabari, 0103 Tbilisi City, Georgia","Ukrainian, Russian","[('41.6836214857514', '44.7938636876643'), ('41.7016625142486', '44.8365403123357')]","(41.692642, 44.815202)"
Tbilisi,Old Tbilisi Abanotubani,0,Tbilisi City,"Grishashvili street 26 Tbilisi,Georgia Tbilisi, 0105 Tbilisi City, Georgia","Russian, English","[('41.6724466972994', '44.7959456552253'), ('41.702512692316', '44.8297013871871')]","(41.6874796948077, 44.8128235212062)"
Tbilisi,Anri's Apartments,0,Tbilisi City,"47 Ketevan Dedofali Avenue, 0144 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6491297933626', '44.7600750625134'), ('41.725277769473', '44.8933206848469')]","(41.6872037814178, 44.8266978736801)"
Tbilisi,Dani House,0,"Chugureti, Tbilisi City","Dimitri Uznadze Street Building Number 4, suite 4, floor 2, Chugureti, 0102 Tbilisi City, Georgia","Russian, English","[('41.685259', '44.7663474918488'), ('41.726215', '44.8274545081512')]","(41.705737, 44.796901)"
Tbilisi,Flat at University Metro Station,0,"Saburtalo, Tbilisi City","3 Ana Politkovskaia Street, Building 8, Entrance 2, Floor 5, Apt. 39A, Saburtalo, 0177 Tbilisi City, Georgia","Russian, English","[('41.6718561512488', '44.6187762460022'), ('41.7727704281032', '44.811592')]","(41.722313289676, 44.7151841230011)"
Tbilisi,NICK'S APARTMENT (SABURTALO),0,"Saburtalo, Tbilisi City","29a Pavle Aslanidi Street floor 12, suite 38, Saburtalo, 0171 Tbilisi City, Georgia","Russian, English","[('41.6889532', '44.756334046627'), ('41.7478264512662', '44.8084856')]","(41.7183898256331, 44.7824098233135)"
Tbilisi,Apartments 300 Aragveli,0,Tbilisi City,"Tsinandali street 10, floor 6 ,apartment 12, 0144 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6716431384443', '44.7830213969589'), ('41.7071327468296', '44.8718326681228')]","(41.6893879426369, 44.8274270325409)"
Tbilisi,Sweet Home 2,0,"Saburtalo, Tbilisi City","Sulkhan Tsintsadze Street 83, Saburtalo, 0160 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6541771675836', '44.6934883442536'), ('41.7887511973244', '44.824111')]","(41.721464182454, 44.7587996721268)"
Tbilisi,Old Tbilisi Apartments1,0,Tbilisi City,"leonidze street, tbilisi, georgia, 0105 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6831852568103', '44.7855407'), ('41.7024238', '44.8117859661167')]","(41.6928045284051, 44.7986633330584)"
Tbilisi,Apartment in center of old Tbilisi,0,"Chugureti, Tbilisi City","Khetagurovi Street # 6, Chugureti, 0102 Tbilisi City, Georgia","Russian, English, German","[('41.6847771414244', '44.7841787338257'), ('41.7167408585756', '44.8328232661743')]","(41.700759, 44.808501)"
Tbilisi,Duplex apartment with top landmark views,0,Tbilisi City,"1 Abano Street, 0179 Tbilisi City, Georgia","Russian, English","[('41.6762531215309', '44.7920349240303'), ('41.6989418784691', '44.8296636759697')]","(41.6875975, 44.8108493)"
Tbilisi,Alfa Apartments on Gagarini,0,"Saburtalo, Tbilisi City","Iuri Gagarini 9, Saburtalo, 0160 Tbilisi City, Georgia","Russian, Georgian, Greek","[('41.6904279295125', '44.7365335434713'), ('41.7756011052572', '44.8012242779098')]","(41.7330145173849, 44.7688789106905)"
Tbilisi,Vera veranda,0,"Vera, Tbilisi City","Belinski street 61., Vera, 0102 Tbilisi City, Georgia","Russian, English","[('41.673666', '44.7522483766079'), ('41.7309504408782', '44.8151461780071')]","(41.7023082204391, 44.7836972773075)"
Tbilisi,Lile's Apartments,0,Tbilisi City,"36 Grigol Khandzteli Street, 0105 Tbilisi City, Georgia","Russian, Italian, English","[('41.6752741613466', '44.7915497166105'), ('41.7060456855454', '44.8203910183079')]","(41.690659923446, 44.8059703674592)"
Tbilisi,GK Villa,0,Tbilisi City,"Mariam Dadiani-Anchabadze 13, 0101 Tbilisi City, Georgia","Russian, Georgian, English","[('41.677471488463', '44.7949880361557'), ('41.7904872001827', '44.8751255565567')]","(41.7339793443229, 44.8350567963562)"
Tbilisi,Art House,0,"Chugureti, Tbilisi City","Mazniashvili 9, floor 2, apartment 6, Chugureti, 0102 Tbilisi City, Georgia",,"[('41.6886506732797', '44.7835714858957'), ('41.7217858555743', '44.819930676145')]","(41.705218264427, 44.8017510810204)"
Tbilisi,The House Of Photographer,0,"Chugureti, Tbilisi City","agmashenebeli ave 36, Chugureti, 0179 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6364842', '44.7679725'), ('41.7723206', '44.8352496999998')]","(41.7044024, 44.8016110999999)"
Tbilisi,Lovely Sayat Nova,0,Tbilisi City,"А. Saiatnova Street 20, 1. floor, 0105 Tbilisi City, Georgia","Russian, Georgian, English, German","[('41.6615461089791', '44.7442781925201'), ('41.721608324211', '44.866751543691')]","(41.691577216595, 44.8055148681055)"
Tbilisi,Metekhi Side,0,"Avlabari, Tbilisi City","Metekhi Street 18, Avlabari, 0103 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6737265785158', '44.777375335582'), ('41.7091601', '44.850796734206')]","(41.6914433392579, 44.814086034894)"
Tbilisi,Vip Apartment,0,"Saburtalo, Tbilisi City","Davit Gamrekeli Street 1, The nine-storey house, Floor 8,, Saburtalo, 0160 Tbilisi City, Georgia","Russian, Italian, English","[('41.6620843499205', '44.7141175124206'), ('41.7853558781347', '44.827096')]","(41.7237201140276, 44.7706067562103)"
Tbilisi,Apartment Maka,0,"Mtatsminda , Tbilisi City","4 Vakhtang Kotetishvili Turn, Mtatsminda , 0108 Tbilisi City, Georgia","Russian, English","[('41.6834980877813', '44.7827610501554'), ('41.7085816678049', '44.8069253435824')]","(41.6960398777931, 44.7948431968689)"
Tbilisi,One-Bedroom Apartment,0,"Chugureti, Tbilisi City","Davit Aghmashenebeli Avenue 114, Chugureti, 1425 Tbilisi City, Georgia","Russian, English","[('41.6872037814178', '44.7445994575043'), ('41.7352122185822', '44.8465025424957')]","(41.711208, 44.795551)"
Tbilisi,"DayRoom Chain Hotel, apartment 24",0,Tbilisi City,"14 Chakhrukhadze Street , 0102 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6793823', '44.7959410082512'), ('41.7111589', '44.8164877917488')]","(41.6952706, 44.8062144)"
Tbilisi,Luka Apartment,0,Tbilisi City,"25 Grigol Khandzteli Street 1, 0117 Tbilisi City, Georgia","Russian, English, Azerbaijani","[('41.684271', '44.7772179891043'), ('41.700351', '44.8329500108957')]","(41.692311, 44.805084)"
Tbilisi,Cosy and Comfortable Ambience,0,Tbilisi City,"8 Boris Kuftiani Street, 0105 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6738124834269', '44.7792038474197'), ('41.7097433165731', '44.8274099525805')]","(41.6917779, 44.8033069000001)"
Tbilisi,GNG Apartment,0,"Avlabari, Tbilisi City","Telavi Street 20B, Avlabari, 0103 Tbilisi City, Georgia","Russian, Georgian, English, Greek","[('41.6550620973909', '44.71623'), ('41.723502', '44.9319645635071')]","(41.6892820486955, 44.8240972817536)"
Tbilisi,Riverside,0,"Chugureti, Tbilisi City","Dimitri Uznadze Street 4, Chugureti, 0102 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.7050316549433, 44.7967797517776)"
Tbilisi,City Core Apartments,0,Tbilisi City,"3d Vertskli Lane 40, 0105 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.6953160751293, 44.8032103478909)"
Tbilisi,Heart of Tbilisi,0,Tbilisi City,"5 Teleti Street, 0100 Tbilisi City, Georgia",,"[('', ''), ('', '')]","(41.685259, 44.816415)"
Tbilisi,Marisha’s Appartment,0,"Vake, Tbilisi City","Kobuleti Street 19, Vake, 0162 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.705743, 44.774666)"
Tbilisi,Thea's cozy home,0,"Vera, Tbilisi City","Shio Mghvimeli Street 15, floor 1, apartment 3, Vera, 0179 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.711417, 44.781609)"
Tbilisi,Proper Apartments Old Tbilisi 3,0,"Mtatsminda , Tbilisi City","4 Besiki Street, Mtatsminda , 0108 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6878688295028', '44.7784667649231'), ('41.7095869307695', '44.815115')]","(41.6987278801361, 44.7967908824616)"
Tbilisi,2 BR Dream House Near Liberty Square,0,Tbilisi City,"Paolo Iashvili Street 15, floor 3, 0105 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.691574, 44.796981)"
Tbilisi,Comfortable Apartment Old Tbilisi,0,"Chugureti, Tbilisi City","36 Davit Aghmashenebeli Avenue, Chugureti, 0102 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.7044827381164, 44.8016964389312)"
Tbilisi,"MRM Apartment at Avlabari, Old Tbilisi",0,"Avlabari, Tbilisi City","iori turn 2/3, Avlabari, 0103 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.6949527688829, 44.8114277310833)"
Tbilisi,Sololaki Apartment,0,Tbilisi City,"Lado Asatiani Street, 0105 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.689198, 44.801649)"
Tbilisi,Tbilisi Studio*Apartment Gorgasali,0,Tbilisi City,"49 Gorgasali Street, 0114 Tbilisi City, Georgia","English, Russian, Turkish","[('', ''), ('', '')]","(41.680106, 44.823691)"
Tbilisi,Metekhi one room,0,"Avlabari, Tbilisi City","Metekhi St, 14 Metekhi St, 14, Avlabari, 0103 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.6908480092249, 44.8135379642792)"
Tbilisi,Fantastic Tbilisi,0,Tbilisi City,"Giorgi Leonidze Street 9, Floor 2 , 0105 Tbilisi City, Georgia","English, Georgian, Lithuanian, Russian","[('', ''), ('', '')]","(41.6923835109893, 44.7986173373647)"
Tbilisi,Modern Apartment Avlabari,0,"Avlabari, Tbilisi City","Ketevan Tsamebuli Avenue 25, korpus 3, Avlabari, 0103 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6667572510522', '44.7944174444814'), ('41.713351683569', '44.842448')]","(41.6900544673106, 44.8184327222407)"
Tbilisi,Exquisite two bedroom apartment in city center,0,"Vera, Tbilisi City","Iakob Nikoladze Street 5, Vera, 0179 Tbilisi City, Georgia","Russian, English","[('41.6923875834269', '44.7584862840182'), ('41.7283184165731', '44.8067063159818')]","(41.710353, 44.7825963)"
Tbilisi,Alpha Tbilisi,0,Tbilisi City,"7 Giorgi Leonidze Street, 0105 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.6926367676306, 44.7992315238037)"
Tbilisi,Clara's Home,0,"Saburtalo, Tbilisi City","Platon Ioseliani Street 14, Saburtalo, 0171 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.716032, 44.774452)"
Tbilisi,Gomi 18,0,Tbilisi City,"18/4 Gomi Street 2 et., 0105 Tbilisi City, Georgia","Georgian, Russian","[('', ''), ('', '')]","(41.6890079433544, 44.807178935582)"
Tbilisi,2nd Floor Tbilisi Hotel,0,"Mtatsminda , Tbilisi City","Dzmebi Zubalashvilebi Street 52, Mtatsminda , 0108 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.701513, 44.791519)"
Tbilisi,Betlemi Street Apartment,0,Tbilisi City,"11 Betlemi Street Изолированная квартира. 2 этаж, 0105 Tbilisi City, Georgia",,"[('', ''), ('', '')]","(41.6897586, 44.8080067999999)"
Tbilisi,Opera Plaza,0,"Mtatsminda , Tbilisi City","Revaz Laghidze Street 2, flat #21, Mtatsminda , 0104 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.701806, 44.795828)"
Tbilisi,Home Gallery,0,"Mtatsminda , Tbilisi City","37 Dzmebi Zubalashvilebi Street, Mtatsminda , 0108 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.7004973, 44.7931909)"
Tbilisi,Rustaveli Avenue Apartment,0,"Mtatsminda , Tbilisi City","23 Shota Rustaveli Avenue Second floor, door 12, Mtatsminda , 0108 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.7003432159048, 44.7965727116393)"
Tbilisi,Al. Diuma Street 15 apartment,0,Tbilisi City,"15 Diuma Street, 0105 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.6955674, 44.8027954)"
Tbilisi,KUXOS Besiki Apartment,0,"Mtatsminda , Tbilisi City","Besiki 14, apartment 2B on second floor, Mtatsminda , 0108 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.6979576949831, 44.7950556276919)"
Tbilisi,"U&O Apartment, Liberty Square",0,Tbilisi City,"Kote Afkhazi I Dead End 8, 0105 Tbilisi City, Georgia","English, Italian, Georgian, Russian, Ukrainian","[('', ''), ('', '')]","(41.6925834706075, 44.8026365307273)"
Tbilisi,Goga's Apartment,0,Tbilisi City,"4 Soghanlughi Turn, 0114 Tbilisi City, Georgia","Greek, English, Russian","[('', ''), ('', '')]","(41.6859511723086, 44.8145199110451)"
Tbilisi,MESTUMRE Apartament Mtacminda,0,"Mtatsminda , Tbilisi City","griboedov street Tbilisi дом 13,   етаж 2, Mtatsminda , 0108 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.6998879622157, 44.7951304656453)"
Tbilisi,Giorgi Apartment,0,Tbilisi City,"grishashvili 24, 0105 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6801836', '44.7957598417997'), ('41.695074', '44.8294853582003')]","(41.6876288, 44.8126226)"
Tbilisi,Sunny Day's Tbilisi,0,"Avlabari, Tbilisi City","41 Viktor Jorbenadze St Tbilisi, Georgia, Avlabari, 6000 Tbilisi City, Georgia","English, Georgian, Russian","[('', ''), ('', '')]","(41.6900207837737, 44.8162814012234)"
Tbilisi,Apartament 3,0,Tbilisi City,"12 Cotne Dadiani Street cotne dadiani 12, 0101 Tbilisi City, Georgia",,"[('', ''), ('', '')]","(41.7255538290007, 44.7994941473007)"
Tbilisi,Apartment Gardens 44,0,Tbilisi City,"Meunargia 44, 0101 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.7211430511738, 44.8078794198025)"
Tbilisi,KuXoS Apartment On Machabeli Street,0,Tbilisi City,"17 Ivane Machabeli Street, 0105 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.689715, 44.799689)"
Tbilisi,Hilltop Green,0,"Vake, Tbilisi City","88 Nino Zhvania Street 3rd flor, Vake, 0179 Tbilisi City, Georgia","Russian, English","[('41.6872293704011', '44.679233512264'), ('41.7150266295989', '44.856128487736')]","(41.701128, 44.767681)"
Tbilisi,Apartment Mikheil Zandukeli 23,0,"Vera, Tbilisi City","Mikheil Zandukeli 23, 1st floor, Vera, 0108 Tbilisi City, Georgia",,"[('41.6875884696175', '44.7603939656761'), ('41.7211915303825', '44.8099880343239')]","(41.70439, 44.785191)"
Tbilisi,Hotel Reverence,0,"Vera, Tbilisi City","47/57 Merab Kostava Street republic library, first floor, Vera, 0179 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.7099245, 44.7855287)"
Tbilisi,White Jambul,0,"Mtatsminda , Tbilisi City","Lado Aleksi-Meskhishvili Street №14,Flat 8, Mtatsminda , 0108 Tbilisi City, Georgia","English, Russian","[('', ''), ('', '')]","(41.701464, 44.799076)"
Tbilisi,Near River Apartment,0,"Mtatsminda , Tbilisi City","Mtkvari Street 4 third floor, apartment 29, Mtatsminda , 0105 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6806871179395', '44.7725826502393'), ('41.7165783540245', '44.8374581336975')]","(41.698632735982, 44.8050203919684)"
Tbilisi,Three Bedroom Apartment Old Tbilisi,0,"Mtatsminda , Tbilisi City","Dzmebi Zubalashvilebi Street 7, Mtatsminda , 0108 Tbilisi City, Georgia","Russian, English","[('41.6877660569725', '44.7781601920725'), ('41.7065558974041', '44.8151461780071')]","(41.6971609771883, 44.7966531850398)"
Tbilisi,Hotel Vita,0,"Avlabari, Tbilisi City","Metekhi Street 1, Avlabari, 0103 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6089094', '44.7679725'), ('41.7723206', '44.8592735')]","(41.690615, 44.813623)"
Tbilisi,Hotel boutique Iveria,0,Tbilisi City,"Chonkadze Street, 0105 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6752364630798', '44.7855407'), ('41.705187', '44.8068354036683')]","(41.6902117315399, 44.7961880518342)"
Tbilisi,Upstairs Hotel Tbilisi,0,Tbilisi City,"Niabi V Turn N7, 0103 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6785322977132', '44.7804719209671'), ('41.72495', '44.8751438356248')]","(41.7017411488566, 44.827807878296)"
Tbilisi,A Class Apartments In Old Tbilisi Shardeni,0,Tbilisi City,"32a grishashvili street 1st floor, apartment 3, 0105 Tbilisi City, Georgia","Russian, Georgian, Italian, Spanish, English","[('41.6633087998122', '44.7477444608826'), ('41.7116172001878', '44.8808815391174')]","(41.687463, 44.814313)"
Tbilisi,Your Cosy Home,0,"Vera, Tbilisi City","Niko Nikoladze Street 7 Floor 1 ,apt 2, Vera, 0108 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6947721163303', '44.7603932699126'), ('41.7193350870587', '44.8152494430542')]","(41.7070536016945, 44.7878213564834)"
Tbilisi,Citadel Express,0,Tbilisi City,"Nearby Orpiri Deadend 5, 0114 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6793935976143', '44.7792987897993'), ('41.6983020107707', '44.8378148674965')]","(41.6888478041925, 44.8085568286479)"
Tbilisi,Petre Palace,0,"Avlabari, Tbilisi City","Elene Akhvelediani Rise 13/4, Avlabari, 0103 Tbilisi City, Georgia","Russian, Georgian, English","[('41.689036', '44.7855407'), ('41.7046786658304', '44.8356903232788')]","(41.6968573329152, 44.8106155116394)"
Tbilisi,Boutique Hotel 27,0,Tbilisi City,"27a Atskuri Street, 0144 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6686062711705', '44.785376201683'), ('41.7092356445145', '44.8890324667482')]","(41.6889209578425, 44.8372043342156)"
Tbilisi,One room apartment tbilisi,0,Tbilisi City,"Betlemi Rize 4. 3rd floor #20, 0105 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6795863280303', '44.7890635218544'), ('41.6992304474003', '44.819283')]","(41.6894083877153, 44.8041732609272)"
Tbilisi,Tbilisi Apartment,0,"Mtatsminda , Tbilisi City","Purtseladze Street 12, Mtatsminda , 1234 Tbilisi City, Georgia","Russian, English","[('41.6662409754203', '44.7322962619364'), ('41.727730046449', '44.8698504668996')]","(41.6969855109346, 44.801073364418)"
Tbilisi,Hotel King Tom,0,Tbilisi City,"83 Tsinanauri Street, 0114 Tbilisi City, Georgia","Ukrainian, Russian, Georgian, English","[('41.646138776705', '44.7605518928375'), ('41.7086119947864', '44.865377')]","(41.6773753857457, 44.8129644464187)"
Tbilisi,Davids appartment,0,Tbilisi City,"Khetevan tsamebuli avenue 50\18, 0144 Tbilisi City, Georgia","Russian, English","[('41.6618449950292', '44.7958651185036'), ('41.7134455377418', '44.8629660244407')]","(41.6876452663855, 44.8294155714722)"
Tbilisi,"Sol,s White Modern Apartments",0,"Saburtalo, Tbilisi City","Adam Mitskevichi Street, Saburtalo, 0194 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6482571957566', '44.72142'), ('41.8014168042434', '44.802314')]","(41.724837, 44.761867)"
Tbilisi,Luxury Sweet Apartament Khatuna,0,Tbilisi City,"10 Tsinandali Street 3 floor apartment 15, 0144 Tbilisi City, Georgia","Russian, Georgian, English","[('41.670651497044', '44.8033605433915'), ('41.7065823301902', '44.8515642798873')]","(41.6886169136171, 44.8274624116394)"
Tbilisi,Maia's Apartment on Rustaveli,0,"Mtatsminda , Tbilisi City","20, Rustaveli Ave., Mtatsminda , 0105 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6894174323737', '44.7793863475685'), ('41.7103036508177', '44.8135266905297')]","(41.6998605415957, 44.7964565190491)"
Tbilisi,Shashi Apartment,0,Tbilisi City,"6 Ierusalimi Squire, apartment 6, floor 2, 0105 Tbilisi City, Georgia","Russian, Georgian, English","[('41.6747387680917', '44.773876206503'), ('41.7059032503113', '44.8384091')]","(41.6903210092015, 44.8061426532515)"
Tbilisi,Mr Happy 2,0,Tbilisi City,"Atanase Kharabadze Street, 0190 Tbilisi City, Georgia","Turkish, Russian, English","[('41.6585582217061', '44.7904572724219'), ('41.7216617782939', '44.9199587275781')]","(41.69011, 44.855208)"
Tbilisi,Apartment Four Season on Rustaveli,0,"Mtatsminda , Tbilisi City","Pavle Ingorokva Street19, Block A, Floor 2, Apt 3, Mtatsminda , 0108 Tbilisi City, Georgia","Russian, Georgian, English","[('41.66698228704', '44.7600750625134'), ('41.725277769473', '44.8320522393391')]","(41.6961300282565, 44.7960636509263)"
Tbilisi,Holiday home Guriko,0,"Chugureti, Tbilisi City","Mikheili Tsinamdzghvrishvili Street 20, Chugureti, 0102 Tbilisi City, Georgia",,"[('41.6872627334827', '44.7751142136307'), ('41.7203575239843', '44.8347182520179')]","(41.7038101287335, 44.8049162328243)"
