city,name,star,property_type,district,address,languages,bbox,coordinates
Moscow,Sweet Dreams,0,Hostels,"Tverskoy, Moscow","1-Ya Tverskaya-Yamskaya Ulitsa 9, 2-й этаж, кв.2 (код домофона 2K0241), Tverskoy, 125047 Moscow, Russia",,"[('55.7476152343176', '37.4841665423279'), ('55.7981667656824', '37.6979774576721')]","(55.772891, 37.591072)"
Moscow,Apartments on Taganka,0,Apartments,"Tagansky, Moscow","Ulitsa Abelmanovskaya 11, Tagansky, 109147 Moscow, Russia",,"[('55.6789053108208', '37.5924919'), ('55.7917609758434', '37.7503518976227')]","(55.7353331433321, 37.6714218988113)"
Moscow,Kvart-Hotel Paveletskiy,0,Apartments,"Zamoskvorechye, Moscow","Paveletskaya Ploshchad, Zamoskvorechye, 115114 Moscow, Russia","Russian, English","[('55.6908638397993', '37.5982233029022'), ('55.7722910802007', '37.6835912170978')]","(55.73157746, 37.64090726)"
Moscow,Enjoy Apartment on Novinskiy 13,0,Apartments,"Arbat, Moscow","Novinskiy boulevard 13, Arbat, 121099 Moscow, Russia","Russian, English","[('55.7358645834269', '37.5508757559279'), ('55.7717954165731', '37.6148422440721')]","(55.75383, 37.582859)"
Moscow,Apartment on Volokolamskoye shosse 71-1,0,Apartments,"Pokrovskoe-Streshnevo, Moscow","Volokolamskoye shosse 71-1, Pokrovskoe-Streshnevo, 125424 Moscow, Russia",,"[('55.6639794377834', '37.179985'), ('55.9850045622166', '37.662595')]","(55.824492, 37.42129)"
Moscow,Polbina 24,0,Apartments,Moscow,"24 Ulitsa Polbina, 109548 Moscow, Russia",,"[('55.610949', '37.557512'), ('55.761621', '37.903884')]","(55.686285, 37.730698)"
Moscow,Комната в таунхаусе,0,Inns,Moscow,"94 Yurovskaya Ulitsa Корпус 6 строение 5, 125466 Moscow, Russia","Russian, English","[('55.7676671366914', '37.1131221343575'), ('56.0303868633086', '37.6480838656425')]","(55.899027, 37.380603)"
Moscow,Kvartira na naberezhnoi. Taganka,0,Apartments,"Tagansky, Moscow","3 Nikoloyamskiy Pereulok, Tagansky, 109004 Moscow, Russia","Russian, English","[('55.7317759927074', '37.5741541385651'), ('55.7646320072926', '37.7462138614349')]","(55.748204, 37.660184)"
Moscow,Apartment on Beskudnikovskiy bulvar,0,Apartments,Moscow,"54 Beskudnikovskiy bulvar, 127247 Moscow, Russia",,"[('55.8557705834269', '37.5055650638425'), ('55.8917014165731', '37.5697289361575')]","(55.873736, 37.537647)"
Moscow,"Апартаменты на Краснопрудной, 1",0,Apartments,"Krasnoselsky, Moscow","Краснопрудная улица, 1, Krasnoselsky, 107140 Moscow, Russia",,"[('55.7714255674713', '37.6315280153503'), ('55.7824024325287', '37.6866459846497')]","(55.776914, 37.659087)"
Moscow,Inndays Apartment on Sportivnaya,0,Apartments,"Khamovniki, Moscow","Usacheva Ulitsa 25, Khamovniki, 119048 Moscow, Russia","Russian, English","[('55.6693529832438', '37.4951389431953'), ('55.7805510167562', '37.6351530568048')]","(55.724952, 37.565146)"
Moscow,Apartment on Begovaya,0,Apartments,"Horoshovsky, Moscow","Хорошевское шоссе 12с1, Horoshovsky, 123007 Moscow, Russia","Russian, Italian, Spanish, English","[('55.66352', '37.3109155905822'), ('55.8866660445869', '37.7903846372956')]","(55.7750930222934, 37.5506501139389)"
Moscow,Apartment on Кирпичная 12,0,Apartments,Moscow,"Kirpichnaya ulitsa, 105118 Moscow, Russia",,"[('55.6736883268565', '37.5544834882021'), ('55.8816830731435', '37.8958865117979')]","(55.7776857, 37.725185)"
Moscow,#MainHostels,0,Hostels,"Arbat, Moscow","Arbat Street 4 building 1, Arbat, 119019 Moscow, Russia","Swedish, Russian, English","[('55.7274270234993', '37.586341163842'), ('55.77676', '37.6113392581092')]","(55.7520935117497, 37.5988402109756)"
Moscow,Lux Apartments Tulskaya,0,Apartments,"Third Transport Ring, Moscow","2 Bolshaya Tulskaya ulitsa, Danilovsky, 115191 Moscow, Russia","Russian, English","[('55.6651924650267', '37.5587332'), ('55.7529985990742', '37.6829862576722')]","(55.7090955320505, 37.6208597288361)"
Moscow,Apartment Nice on Presnenskiy Val,0,Apartments,"Presnensky, Moscow","Ulitsa Presnenskiy Val 5, Presnensky, 123022 Moscow, Russia","Russian, French, Arabic","[('55.7224038256808', '37.4679975025356'), ('55.8099801743192', '37.6600264974644')]","(55.766192, 37.564012)"
Moscow,Apartment near park,0,Apartments,Moscow,"4 Malaya Filevskaya Ulitsa, 121433 Moscow, Russia","Russian, English","[('55.7219765834269', '37.4478821385859'), ('55.7579074165731', '37.5118258614141')]","(55.739942, 37.479854)"
Moscow,GoodSleep Sumskoy12,0,Apartments,Moscow,"Sumskoy Proezd 12, Bldg. 2, 117208 Moscow, Russia","Russian, English","[('55.4749869113236', '37.4349596428526'), ('55.796966', '37.778039')]","(55.6359764556618, 37.6064993214263)"
Moscow,Апартаменты Caravan 11 у метро Лихоборы,0,Apartments,Moscow,"ulitsa Likhoborskiye Bugry, 125183 Moscow, Russia","Russian, English","[('55.7217181317476', '37.4220444701141'), ('55.9653090273704', '37.6708547331863')]","(55.843513579559, 37.5464496016502)"
Moscow,City Hotel,0,Hotels,Moscow,"Volgogradskyi Prospekt 42/16, 109316 Moscow, Russia","Russian, English","[('55.6012993646877', '37.4834431707859'), ('55.8098310005278', '37.9673109948635')]","(55.7055651826078, 37.7253770828247)"
Moscow,Cottage in Myakinino on riverside,0,Guest houses,"Kuntsevo, Moscow","2-Ya Myakininskaya Ulitsa, 45, Kuntsevo, 121500 Moscow, Russia","Russian, English","[('55.757994', '37.344135'), ('55.861084', '37.405349')]","(55.809539, 37.374742)"
Moscow,Апартаменты у Кремля,0,Apartments,"Presnensky, Moscow","Gazetnyy Pereulok, Presnensky, 125009 Moscow, Russia",,"[('55.739339', '37.572992'), ('55.774341', '37.642162')]","(55.75684, 37.607577)"
Moscow,Россошанская 3к1А,0,Apartments,Moscow,"3 корпус 1А Rossoshanskaya Ulitsa, 117535 Moscow, Russia",,"[('55.4378429980787', '37.467576'), ('55.7530630019213', '37.746176')]","(55.595453, 37.606876)"
Moscow,Апартаменты Inndays Novie Cheremushki,0,Apartments,Moscow,"Архитектора Власова,39, 117628 Moscow, Russia","Russian, English","[('55.58393362', '37.4083142066047'), ('55.75325118', '37.6799055933952')]","(55.6685924, 37.5441099)"
Moscow,Apartments by Palmira Business Club,0,Apartments,"Donskoy, Moscow","Novodanilovskaya Naberezhnaya 6, Donskoy, 117105 Moscow, Russia","Russian, English","[('55.592277', '37.391454'), ('55.802889', '37.8583118')]","(55.697583, 37.6248829)"
Moscow,ApartLux Tverskaya,0,Apartments,"Tverskoy, Moscow","Tverskaya Ulitsa 17, Tverskoy, 105105 Moscow, Russia","Russian, English","[('55.740109', '37.538121'), ('55.787165', '37.6746610000001')]","(55.763637, 37.606391)"
Moscow,U-Apart SKY,0,Apartments,Moscow,"Chertanovskaya Ulitsa 9 корпус 3, 117208 Moscow, Russia","Russian, English","[('55.4051064790137', '37.5066411592866'), ('55.8520877563133', '37.702652017017')]","(55.6285971176635, 37.6046465881518)"
Moscow,Apartment on pereulok Dokuchaev 2,0,Apartments,"Krasnoselsky, Moscow","pereulok Dokuchaev 2, Krasnoselsky, 107078 Moscow, Russia",,"[('55.7548251834269', '37.6136732996182'), ('55.7907560165731', '37.6776709003818')]","(55.7727906, 37.6456721)"
Moscow,Mini Hotel Apple,0,Inns,"Basmanny, Moscow","Ulitsa Maroseyka 13 Bldg 3, Basmanny, 101000 Moscow, Russia","Russian, English","[('55.7284096319865', '37.5916465251311'), ('55.7892303680135', '37.6811014748688')]","(55.75882, 37.6363739999999)"
Moscow,Наш Хостел,0,Hostels,"Sokolniki, Moscow","Kolodeznyy Pereulok 2a build. 7, Sokolniki, 107076 Moscow, Russia",,"[('55.7196726956015', '37.5846972269836'), ('55.8781553043985', '37.8025667730164')]","(55.798914, 37.693632)"
Moscow,Cheers Hotel,0,Hotels,"Presnensky, Moscow","Malyy Kislovskiy Pereulok 7, podezd 5, etazh 1, Presnensky, 125009 Moscow, Russia","Russian, English","[('55.7377415834269', '37.5700022167655'), ('55.7736724165731', '37.6339717832345')]","(55.755707, 37.601987)"
Moscow,Apartment on Presnenskiy Val,0,Apartments,"Presnensky, Moscow","Ulitsa Presnenskiy Val. 24, Presnensky, 123557 Moscow, Russia","Russian, English","[('55.7513255834269', '37.5338130722831'), ('55.7872564165731', '37.5978049277168')]","(55.769291, 37.5658089999999)"
Moscow,Apartment Silvia,0,Aparthotels,Moscow,"Ulitsa Molodezhnaya 64, 141407 Moscow, Russia",,"[('55.7815851288017', '37.0611543207664'), ('55.9959286711983', '37.7491226792336')]","(55.8887569, 37.4051385)"
Moscow,MOSKVA NA TIMIRIaZEVSKOI,0,Apartments,"Timiryazevskiy, Moscow","Timiryazevskaya Ulitsa, Timiryazevskiy, 127422 Moscow, Russia",,"[('55.7370285', '37.4972732080555'), ('55.8952855', '37.6321367919445')]","(55.816157, 37.564705)"
Moscow,Apartment Na Leninskom,0,Apartments,Moscow,"Ulitsa Krupskoy  Bld 4, Korpus 1, 119311 Moscow, Russia","Russian, Spanish, English","[('55.5982500164581', '37.4106477035186'), ('55.767959', '37.653006')]","(55.683104508229, 37.5318268517593)"
Moscow,Apartment on Znamenskaya,0,Apartments,Moscow,"Ulitsa Znamenskaya  , 107392 Moscow, Russia",,"[('55.674429', '37.521281'), ('55.929397', '37.904289')]","(55.801913, 37.712785)"
Moscow,HB Apartments - Smolenskaya Square,0,Apartments,"Arbat, Moscow","13/21 Smolenskaya ploshchad', Arbat, 121099 Moscow, Russia","Chinese, Russian, French, Spanish, English","[('55.73367183', '37.540717'), ('55.7657319656444', '37.6238154306884')]","(55.7497018978222, 37.5822662153442)"
Moscow,9 parkovaya 61k6,0,Apartments,"Izmailovo Severnoe, Moscow","9 парковая 61к6, Izmailovo Severnoe, 105215 Moscow, Russia","Russian, English","[('55.7247023597836', '37.566252'), ('55.8932016402164', '38.018608')]","(55.808952, 37.79243)"
Moscow,Tverskaya Self Check-in Guest House,0,Guest houses,"Tverskoy, Moscow","Ulitsa Bolshaya Bronnaya, 29, Tverskoy, 123104 Moscow, Russia","Russian, English","[('55.7078773378763', '37.5455255490736'), ('55.8216652374679', '37.6604934779099')]","(55.7647712876721, 37.6030095134918)"
Moscow,Inndays Konkovo,0,Apartments,Moscow,"Profsouznaya ulitsa 105, 117279 Moscow, Russia","Russian, English","[('55.4186962436867', '37.3693448602276'), ('55.8520877563133', '37.6769031397725')]","(55.635392, 37.5231240000001)"
Moscow,Apartments Moscow City Eye Tower,0,Apartments,"Presnensky, Moscow","1-y Krasnogvardeyskiy proyezd 21 строение 2, Presnensky, 123317 Moscow, Russia","Russian, English","[('55.74193984826', '37.4826096306884'), ('55.758264681596', '37.586397')]","(55.750102264928, 37.5345033153442)"
Moscow,Apartment Kozitskiy 1 A,0,Apartments,"Tverskoy, Moscow","Pereulok Kozitskiy 1A, Tverskoy, 125009 Moscow, Russia","Ukrainian, Russian, English","[('55.738778671467', '37.585136289566'), ('55.7899996723636', '37.6315464797455')]","(55.7643891719153, 37.6083413846558)"
Moscow,Apartment Vigvam 24 Shchelkovskaya,0,Apartments,"Izmailovo Severnoe, Moscow","Ulitsa Odinnadsataya Parkovaya 57/2, Izmailovo Severnoe, 105215 Moscow, Russia",,"[('55.7449127', '37.552829'), ('55.873673503439', '38.0546725681229')]","(55.8092931017195, 37.8037507840614)"
Moscow,Inndays Novyye Cheremushki,0,Apartments,Moscow,"улица Архитектора Власова 43, 117393 Moscow, Russia","Russian, English","[('55.5880970793711', '37.4668740502624'), ('55.7479309206289', '37.6213519497376')]","(55.668014, 37.544113)"
Moscow,Apartment on Grina,0,Apartments,"Severnoye Butovo, Moscow","34 ulitsa Grina, Severnoye Butovo, 117628 Moscow, Russia",,"[('55.5231883329608', '37.5349313621796'), ('55.614637', '37.602987')]","(55.5689126664804, 37.5689591810898)"
Moscow,GoodSleep Dnepropetrovskaya5,0,Apartments,Moscow,"Днепропетровская 5к2, квартира 74, 117525 Moscow, Russia","Russian, English","[('55.4498782091054', '37.4542213207664'), ('55.7917609758434', '37.7491226792336')]","(55.6208195924744, 37.601672)"
Moscow,Apartment Nice Pokrovka,0,Apartments,"Basmanny, Moscow","Pokrovka 35, Basmanny, 105062 Moscow, Russia","Russian, French, English","[('55.7432757739258', '37.6189675082897'), ('55.779206607072', '37.6829461530873')]","(55.7612411904989, 37.6509568306885)"
Moscow,Apartament Vigvam24 Sokolniki park,0,Apartments,"Sokolniki, Moscow","2-y Polevoy per., 2к2, Sokolniki, 107014 Moscow, Russia",,"[('55.73556', '37.5570673288361'), ('55.8492320072431', '37.8056299148544')]","(55.7923960036215, 37.6813486218452)"
Moscow,Apartments at Arbat Area,0,Apartments,"Arbat, Moscow","New Arbat st. 22, Arbat, 105064 Moscow, Russia","Chinese, Russian, English","[('55.7360995225116', '37.5678991324691'), ('55.7698815747717', '37.6043988220902')]","(55.7529905486416, 37.5861489772797)"
Moscow,LAKSHMI Red Square,0,Apartments,"Tverskoy, Moscow","4 Tverskaya Street, Tverskoy, 125009 Moscow, Russia","Russian, English","[('55.7429311', '37.5711037'), ('55.7735249', '37.6562563')]","(55.758228, 37.61368)"
Moscow,Ruzheiny Apartment,0,Apartments,"Khamovniki, Moscow","4 Ruzheynyy Pereulok, Khamovniki, 119121 Moscow, Russia","Russian, English","[('55.701502', '37.4940212422047'), ('55.78481', '37.6643447577953')]","(55.743156, 37.579183)"
Moscow,Apartment Medvedkovo Vigvam 24,0,Apartments,Moscow,"Proyezd Shokalskogo 61, korpus 1, 127224 Moscow, Russia",,"[('55.724835', '37.3728394681228'), ('56.0429519154798', '37.9588241984085')]","(55.8838934577399, 37.6658318332657)"
Moscow,AmbientHouse Lux Kurskaya,0,Apartments,"Basmanny, Moscow","Zemlyanoi Val 24/30 Bldg. 1, Basmanny, 105064 Moscow, Russia","Russian, French, English","[('55.7318291771756', '37.5714507619018'), ('55.7857358228244', '37.7429588380983')]","(55.7587825, 37.6572048)"
Moscow,Apartment Status,0,Apartments,Moscow,"Novotushinskaya Ulitsa 2, 125464 Moscow, Russia",,"[('55.7143690296807', '37.1492258090594'), ('56.0204998403817', '37.6454183617629')]","(55.8674344350312, 37.3973220854111)"
Moscow,LuxApartments-Волков переулок,0,Apartments,"Presnensky, Moscow","pereulok Volkov 21, Presnensky, 123242 Moscow, Russia","Russian, English","[('55.7483015391573', '37.5386904841919'), ('55.7814864608427', '37.6085615158081')]","(55.764894, 37.573626)"
Moscow,Apartments in House on Begovaya,0,Apartments,"Horoshovsky, Moscow","Khoroshevskoye Shosse 12 Bldg. 1, Horoshovsky, 123007 Moscow, Russia",,"[('55.703524', '37.4203091634122'), ('55.8466471450622', '37.6797470674592')]","(55.7750855725311, 37.5500281154357)"
Moscow,Apartment Kutuzovskya 2/1,0,Apartments,"Third Transport Ring, Moscow","2/1 Kutuzovskiy prospekt, Dorogomilovo, 121248 Moscow, Russia",,"[('55.6746200704353', '37.4715893178024'), ('55.8282239295647', '37.6596146821976')]","(55.751422, 37.565602)"
Moscow,Apartment Kutuzoff Metro Kievskaya,0,Apartments,"Third Transport Ring, Moscow","Kutuzovsky Prospekt 10, Dorogomilovo, 121248 Moscow, Russia","Russian, English","[('55.687899', '37.4744688134918'), ('55.8094064', '37.6429975865082')]","(55.7486527, 37.5587332)"
Moscow,Apartment on Ozyornaya,0,Apartments,Moscow,"Ozyornaya Ulitsa 2 Bldg 1, 119361 Moscow, Russia","Russian, English","[('55.5821860961212', '37.1817263965204'), ('55.7917609758434', '37.7491226792336')]","(55.6869735359823, 37.465424537877)"
Moscow,Apartments on New Arbat st.,0,Apartments,"Arbat, Moscow","Новый Арбат 22 , Arbat, 119002 Moscow, Russia","Chinese, Russian, English","[('55.7374895826308', '37.568822'), ('55.7684713596992', '37.6094633571471')]","(55.752980471165, 37.5891426785736)"
Moscow,Pavlovskaya 23 apartment,0,Apartments,"Third Transport Ring, Moscow","23 Pavlovskaya Ulitsa floor 9, apartment 63, Danilovsky, 115093 Moscow, Russia",,"[('55.56379', '37.535037'), ('55.87062', '37.720731')]","(55.717205, 37.627884)"
Moscow,Yes Mitino Apartment,0,Apartments,Moscow,"Ulitsa Mitinskaya 16, 125430 Moscow, Russia","Russian, English","[('55.703524', '37.0754238'), ('55.9810298', '37.669944')]","(55.8422769, 37.3726839)"
Moscow,Аппартаменты в Лужниках,0,Apartments,"Khamovniki, Moscow","Uchebnyy Pereulok 2, Khamovniki, 119048 Moscow, Russia","Russian, English","[('55.7059735834269', '37.5267092423359'), ('55.7419044165731', '37.5906267576641')]","(55.723939, 37.558668)"
Moscow,Boutique Hotel Damari,0,Inns,Moscow,"Ulitsa Profsoyuznaya 64 Bld 2, 117393 Moscow, Russia",,"[('55.5494470917022', '37.4893602952454'), ('55.7812442651704', '37.6058230775141')]","(55.6653456784363, 37.5475916863797)"
Moscow,Apartment on Tkatskaya 45,0,Apartments,Moscow,"45 Tkatskaya ulitsa apt 29, 105187 Moscow, Russia","Russian, English","[('55.7389686630968', '37.4220444701141'), ('55.8351792718998', '38.0567696991975')]","(55.7870739674983, 37.7394070846558)"
Moscow,Apartment on Kukhmisterova 13,0,Apartments,Moscow,"Ulitsa Kukhmisterova 13, 109548 Moscow, Russia",,"[('55.5526971', '37.6301335000001'), ('55.8180189', '37.8264064999999')]","(55.685358, 37.72827)"
Moscow,De-hostel,0,Hostels,"Krasnoselsky, Moscow","st. Gavrikova , d . 3/1, Krasnoselsky, 107140 Moscow, Russia",,"[('55.75065', '37.5817570834806'), ('55.8112757324275', '37.7633832551424')]","(55.7809628662138, 37.6725701693115)"
Moscow,DeLuxe Apartments Klimentovsky,0,Apartments,"Zamoskvorechye, Moscow","6 Klimentovskiy pereulok, Zamoskvorechye, 115184 Moscow, Russia","Chinese, Russian, French, English","[('55.7104748952695', '37.595027089119'), ('55.7715512792749', '37.6647975238132')]","(55.7410130872722, 37.6299123064661)"
Moscow,Studio Apartment,0,Apartments,"Horoshovo-Mnevniki, Moscow","bulvar Generala Karbysheva, 7 corp 7, flat 42, Horoshovo-Mnevniki, 123154 Moscow, Russia","Russian, Polish, English, German","[('55.671336', '37.27883'), ('55.888386', '37.656102')]","(55.779861, 37.467466)"
Moscow,Inndays Belyaevo 5,0,Apartments,Moscow,"ул. Генерала Антонова, д.5, к. 2, 117342 Moscow, Russia","Russian, English","[('55.5238209284033', '37.349503'), ('55.7657910715967', '37.722353')]","(55.644806, 37.535928)"
Moscow,Apartamenty na Belorusskoi,0,Apartments,"Presnensky, Moscow","Ulitsa Presnenskiy Val 42 , Presnensky, 123557 Moscow, Russia","Russian, English","[('55.7247023597836', '37.503367068634'), ('55.8180216402164', '37.636992931366')]","(55.771362, 37.57018)"
Moscow,Апартаменты Краснопрудная 1,0,Apartments,"Krasnoselsky, Moscow","1 Krasnoprudnaya Ulitsa, Krasnoselsky, 107140 Moscow, Russia",,"[('55.7283953152092', '37.562524'), ('55.8254326847908', '37.75565')]","(55.776914, 37.659087)"
Moscow,Apartment Tsaritsino,0,Apartments,"Tsaritsyno, Moscow","21 Bakinskaya Ulitsa 16этаж, Tsaritsyno, 115516 Moscow, Russia",,"[('55.435677', '37.514447'), ('55.803269', '37.801859')]","(55.619473, 37.658153)"
Moscow,HomeBooking Apartments Kremlin,0,Apartments,"Arbat, Moscow","Крестовоздвиженский пер., 4 с2, Arbat, 119019 Moscow, Russia","Chinese, Russian, French, English","[('55.7336746594047', '37.5734723668053'), ('55.7696054925509', '37.6374352638833')]","(55.7516400759778, 37.6054538153443)"
Moscow,Oleko Dundicha Apartment,0,Apartments,"Filevsky Park, Moscow","7 Олеко Дундича улица, Filevsky Park, 121096 Moscow, Russia","Romanian, English","[('55.7232625834269', '37.4628010849947'), ('55.7591934165731', '37.5267469150053')]","(55.741228, 37.494774)"
Moscow,Check-in hostel Moscow Center,0,Hostels,"Krasnoselsky, Moscow","Ulitsa Myasnitskaya , 41/1, Krasnoselsky, 101000 Moscow, Russia","Russian, English","[('55.7246612908957', '37.5920999045775'), ('55.8117866020575', '37.6933388310792')]","(55.7682239464766, 37.6427193678284)"
Moscow,Apartment on Novyy Arbat 34,0,Apartments,"Arbat, Moscow","Новый Арбат, 34, Arbat, 121099 Moscow, Russia","Chinese, Russian, French, English","[('55.7358709034687', '37.547853759344'), ('55.7718017366149', '37.6118202578527')]","(55.7538363200418, 37.5798370085984)"
Moscow,Apartment on Smolensky Bulvar 6-8,0,Apartments,"Khamovniki, Moscow","Смоленский бульвар, 6-8, Khamovniki, 119034 Moscow, Russia","Russian, English","[('55.7123637358133', '37.5081171'), ('55.7686602641867', '37.6645349')]","(55.740512, 37.586326)"
Moscow,Apartment Begovaya alleya Vigvam24,0,Apartments,"Third Transport Ring, Moscow","3 Begovaya Alleya, Begovoy, 125284 Moscow, Russia",,"[('55.756924', '37.338028'), ('55.808952', '37.79243')]","(55.782938, 37.565229)"
Moscow,Apartment on Bratislavskaya 28,0,Apartments,Moscow,"28 Ulitsa Verkhniye Polya квартира 443, 109451 Moscow, Russia",,"[('55.5511627746053', '37.5360240937348'), ('55.7817852253947', '37.9752439062652')]","(55.666474, 37.755634)"
Moscow,"Apartamenty na Perunovskom per, 4-10",0,Apartments,"Tverskoy, Moscow","Perunovskii pereulok, dom 4-10, Tverskoy, 127055 Moscow, Russia",,"[('55.746955', '37.545742'), ('55.822015', '37.65812')]","(55.784485, 37.601931)"
Moscow,Apartment on Ulitsa Tverskaya,0,Apartments,"Tverskoy, Moscow","Ulitsa Tverskaya 15, Tverskoy, 125009 Moscow, Russia",,"[('55.7296644620221', '37.5848626024465'), ('55.7953233379779', '37.6310295975533')]","(55.7624939, 37.6079460999999)"
Moscow,Apartment Profsoyuznaya,0,Apartments,Moscow,"69 Profsoyuznaya Ulitsa, 117342 Moscow, Russia","Russian, English","[('55.6079485020728', '37.4532563359985'), ('55.6900714979272', '37.6145696640015')]","(55.64901, 37.533913)"
Moscow,Novinskiy 7 Apartment,0,Apartments,"Arbat, Moscow","Novinskiy Boulevard, 7 , Arbat, 700022 Moscow, Russia",,"[('55.7337651252303', '37.5506387140631'), ('55.7696959583765', '37.6146017594783')]","(55.7517305418034, 37.5826202367707)"
Moscow,Apart Hotel YE'S,0,Aparthotels,Moscow,"Ulitsa Mitinskaia 16 10 floor apartments from 1001 till 1024, 125430 Moscow, Russia","Russian, English","[('55.743431', '37.1831549362456'), ('55.9410565365086', '37.562524')]","(55.8422437682543, 37.3728394681228)"
Moscow,Apartment U Sovelovskoy,0,Apartments,"Butyrsky, Moscow","Butyrskaya 6, Butyrsky, 127015 Moscow, Russia",,"[('55.7370285', '37.516277428836'), ('55.8546792581699', '37.653921432541')]","(55.7958538790849, 37.5850994306885)"
Moscow,Apartment on Akademika Anokhina st.,0,Apartments,Moscow,"Академика Анохина, д. 5, корп. 4, кв 89, 119571 Moscow, Russia",,"[('55.5263864845715', '37.2392075264587'), ('55.79819936', '37.712772')]","(55.6622929222858, 37.4759897632293)"
Moscow,Квартира у м. Сокол,0,Apartments,"Sokol, Moscow","Москва, Ленинградский проспект 75, корпус 1, квартира 204, Sokol, 125057 Moscow, Russia","Russian, English","[('55.766237', '37.372574'), ('55.842219', '37.654286')]","(55.804228, 37.51343)"
Moscow,Moskva4you Zamorenova 3,0,Apartments,"Presnensky, Moscow","Apt 27, Ulitsa Zamorenova 3, Presnensky, 123424 Moscow, Russia","Russian, English","[('55.7261541497901', '37.495492'), ('55.7914878502099', '37.653006')]","(55.758821, 37.574249)"
Moscow,Apart4You Rozmarin,0,Apartments,Moscow,"43 Khersonskaya Ulitsa, 117246 Moscow, Russia",,"[('55.518709', '37.366802'), ('55.794357', '37.752604')]","(55.656533, 37.559703)"
Moscow,BonApart Hotel,0,Hotels,"Zamoskvorechye, Moscow","Bolshaya Tatarskaya 5/14 stroenie 5, Zamoskvorechye, 115184 Moscow, Russia","Russian, Hebrew, English","[('55.66352', '37.6100509209709'), ('55.82202', '37.6541770790291')]","(55.74277, 37.632114)"
Moscow,Intermark Arbat Apartments,0,Apartments,"Arbat, Moscow","Novy Arbat Area, Arbat, 123100 Moscow, Russia","Russian, Italian, French, English","[('55.7390389483763', '37.5516691803933'), ('55.7645390758897', '37.6134860515594')]","(55.751789012133, 37.5825776159763)"
Moscow,Dream House River Side,0,Apartments,"Khamovniki, Moscow","Rostovskaya naberezhnaya 1, Khamovniki, 119121 Moscow, Russia","Russian, English","[('55.703524', '37.5108394977078'), ('55.7830582517529', '37.6399260163089')]","(55.7432911258765, 37.5753827570084)"
Moscow,Luxcompany Apartment Krasnaya Presnya,0,Apartments,"Presnensky, Moscow","Ulitsa Krasnaya Presnya 11, Presnensky, 123242 Moscow, Russia",,"[('55.703524', '37.5045783875533'), ('55.8189052916861', '37.639914')]","(55.761214645843, 37.5722461937767)"
Moscow,Lux-Apartments Тверская,0,Apartments,"Tverskoy, Moscow","2/11с1 4-Ya Tverskaya-Yamskaya Ulitsa, Tverskoy, 125047 Moscow, Russia","Russian, English","[('55.746281999472', '37.544622'), ('55.797022000528', '37.653006')]","(55.771652, 37.598814)"
Moscow,Mini-hotel Chekhov na Tverskoy,0,Inns,"Tverskoy, Moscow","pereulok Degtyarny 15, Tverskoy, 125009 Moscow, Russia","Russian, English","[('55.744958', '37.5583825937348'), ('55.794257384982', '37.651992')]","(55.769607692491, 37.6051872968674)"
Moscow,Unique Hotel,0,Hotels,"Tverskoy, Moscow","Tsvetnoy Boulevard 13/2, Tverskoy, 127051 Moscow, Russia","Russian, English","[('55.7360916745749', '37.54786849'), ('55.8050923254251', '37.69215551')]","(55.770592, 37.620012)"
Moscow,Basmanka Convent Hotel,0,Hotels,"Basmanny, Moscow","Ulitsa Bakuninskaya 6, Basmanny, 105005 Moscow, Russia","Russian, English","[('55.7071421811642', '37.4889886379242'), ('55.8395846846084', '37.8705054969942')]","(55.7733634328863, 37.6797470674592)"
Moscow,Apartment on Pushkinskaya - Moscow,0,Apartments,"Tverskoy, Moscow","Ulitsa Tverskaya 8, Tverskoy, 140150 Moscow, Russia",,"[('55.7238594698089', '37.5825440883636'), ('55.8009632597249', '37.6357698440552')]","(55.7624113647669, 37.6091569662094)"
Moscow,Designer 4-rooms flat near Kremlin,0,Apartments,"Yakimanka, Moscow","2 Serafimovicha Ulitsa , Yakimanka, 119072 Moscow, Russia","Russian, Spanish, English","[('55.7260275834269', '37.5811498194019'), ('55.7619584165731', '37.6451001805981')]","(55.743993, 37.613125)"
Moscow,Maroseika Self Check-in Guest House,0,Guest houses,"Basmanny, Moscow","Ulitsa Maroseyka 13 building 2, Basmanny, 101000 Moscow, Russia","Russian, English","[('55.7354862916741', '37.605372'), ('55.7806217083259', '37.667584')]","(55.758054, 37.636478)"
Moscow,Nellyy,0,Apartments,"Tverskoy, Moscow","4-Ya Tverskaya-Yamskaya Ulitsa 2/11, Tverskoy, 125047 Moscow, Russia","Turkish, Russian, English","[('55.7715031732926', '37.5973653730155'), ('55.7723188267074', '37.5994266269845')]","(55.771911, 37.598396)"
Moscow,Luxe apartment on Berezhkovskaya embankment,0,Apartments,"Third Transport Ring, Moscow","Berezhkovskaya naberezhnaya, h.12, ap. 318, Dorogomilovo, 121059 Moscow, Russia","Russian, English","[('55.7056718931352', '37.4774116312601'), ('55.7713823171661', '37.6504034681229')]","(55.7385271051506, 37.5639075496915)"
Moscow,Great loft close to Kremlin in the 19th century mansion,0,Apartments,"Arbat, Moscow","Starokonushennij 33, Arbat, 119002 Moscow, Russia","Russian, English, German","[('55.7304314834269', '37.5626498101062'), ('55.7663623165731', '37.6266073898938')]","(55.7483969, 37.5946286)"
